"news,cfhpl,856145780.html",草甘膦价格推涨在即，三只概念股最受益,35145,3,2019-07-15 13:25:38
"news,600596,856138889.html",公司那么有钱，想买老太婆的房产，怎么不买公司股票了,997,0,2019-07-15 13:15:24
"news,600596,856135854.html",不蒸馒头争口气[加油],673,0,2019-07-15 13:10:49
"news,600596,856130249.html",坚信十坚持,713,0,2019-07-15 13:00:50
"news,600596,856129969.html",下午能补涨吗？但愿再见双十一,801,0,2019-07-15 13:00:18
"news,600596,856089914.html",10.48压的2000手，你他妈的真是犯贱,790,0,2019-07-15 11:29:48
"news,600596,856088585.html",这股基本废了  没人关注  高管所作所为太让人失望了,1052,1,2019-07-15 11:28:19
"news,600596,856080812.html",还有人喊着要上车吗？呵呵,1001,2,2019-07-15 11:18:06
"news,600596,856075154.html",中国最大黄磷厂家、黄磷大涨利好兴发、赶快换兴发、,922,0,2019-07-15 11:10:27
"news,600596,856054566.html",赶紧下来，我还没上车,768,1,2019-07-15 10:42:07
"news,600596,856045784.html",他妈的，还压盘,779,1,2019-07-15 10:30:36
"news,600596,856042407.html",上压好啊,541,0,2019-07-15 10:26:09
"news,600596,856042127.html",开始反攻了.,490,0,2019-07-15 10:25:53
"news,600596,856038947.html",今天涨停。看来是必须的了,723,2,2019-07-15 10:21:44
"news,600596,856037795.html",002233,518,0,2019-07-15 10:20:35
"news,600596,856029897.html",我就希望你们能少说两句么，都是放空炮，并没有任何实,549,0,2019-07-15 10:11:11
"news,600596,856029286.html",撤吧！少输当赢！,486,0,2019-07-15 10:10:22
"news,600596,856016960.html",大家小心新安有雷、新安这种垃圾人做庄家入、做不了好,609,0,2019-07-15 09:56:34
"news,600596,856016540.html",越利空越买。越利好越出。不是重组就是减持。,466,0,2019-07-15 09:56:07
"news,600596,856014020.html",下顶上空。估计明天要大跌眼镜。今天应该有一下拉升,428,0,2019-07-15 09:53:37
"news,600596,856007762.html",最后深吸时间上车,415,0,2019-07-15 09:47:34
"news,600596,856006177.html",吹的人这么多，说明还要再跌,520,0,2019-07-15 09:46:14
"news,600596,856006117.html",又是雷一个,519,0,2019-07-15 09:46:14
"news,600596,855996973.html",垃圾，没有庄的垃圾就是这样，小涨大跌，马上创新低，,477,0,2019-07-15 09:38:00
"news,600596,855986610.html",惨惨、黄磷这样涨下去、新安草甘膦快停产,719,0,2019-07-15 09:26:50
"news,cjpl,855984352.html",草甘膦紧跟黄磷价格上涨 相关生产厂商或受益,31350,5,2019-07-15 09:20:57
"news,600596,855978633.html",近日，由于黄磷价格大幅上涨，草甘膦价格也随之上涨，,1009,2,2019-07-15 09:13:22
"news,cjpl,855934768.html",新安股份：融资净买入1480.05万元，融资余额9.24亿元,916,0,2019-07-15 07:09:39
"news,600596,855742180.html",磷化工产品价暴涨，新安前期积蓄的13.62亿存货秒变黄,2697,2,2019-07-14 20:53:36
"news,600596,855705366.html",明天有搞头,1764,1,2019-07-14 19:03:16
"news,600596,855542998.html",磷化产品涨价，成本增加，涨价能不能覆盖掉成本,2119,1,2019-07-14 10:43:51
"news,600596,855268966.html",大盘大概率22号要选择方向了，如果没有政策利好出来，,1328,0,2019-07-13 19:59:02
"news,600596,855120717.html",新安股价到六元是一点问题都没有……,2731,7,2019-07-13 12:18:23
"news,600596,855029196.html",新安股份(600596)融资融券信息(07-12),1464,0,2019-07-13 07:45:09
"news,600596,854875437.html",给你们阳光就灿烂,1086,0,2019-07-12 23:32:34
"news,600596,854857608.html",在资料中《核心题材》显示：......生产化学试剂、磷酸,2528,2,2019-07-12 22:43:16
"news,600596,854812726.html",一财的报道不会有假,1660,0,2019-07-12 20:48:48
"news,600596,854789640.html",磷酸今天涨价30%,3672,4,2019-07-12 19:47:32
"news,600596,854779236.html",新安竟然是正宗的磷化工概念股啊！之前一直闷声不响，,5732,9,2019-07-12 19:19:30
"news,600596,854730994.html",开工了（四）,3324,6,2019-07-12 17:14:24
"news,600596,854699379.html",新安股份07月12日资金揭秘,1683,0,2019-07-12 16:06:25
"news,600596,854668218.html",最高点收盘，是要继续涨？,2036,3,2019-07-12 15:01:50
"news,600596,854661768.html",新安股份=6.14元!假PE,1796,0,2019-07-12 14:53:21
"news,600596,854660997.html",试盘压力山大，卖卖，还涨不了，涨了散户跑路怎么办？,1220,1,2019-07-12 14:52:23
"news,600596,854639903.html",新农一分钟就板了，你还睡觉,2096,3,2019-07-12 14:26:55
"news,600596,854635799.html",澄星，六国已很高，买不着，买点这个垃圾吧，会有点涨,1660,1,2019-07-12 14:21:43
"news,600596,854623182.html",周一涨停！至少也有5%的涨副,1933,2,2019-07-12 14:05:44
"news,600596,854613091.html",真TM的会玩，一手一手的卖一手一手的买,1319,1,2019-07-12 13:52:57
"news,600596,854606877.html",没有庄家啊，得等新庄入驻才有希望啊！化工股一调整，,1095,0,2019-07-12 13:44:43
"news,600596,854565568.html",赶快满仓、满仓,1103,0,2019-07-12 12:33:18
"news,600596,854555051.html",10.45。8万股有谁接手,1481,3,2019-07-12 12:07:00
"news,600596,854554789.html",这只不行撤,813,0,2019-07-12 12:06:25
"news,600596,854554637.html",和别人没法比撤,792,0,2019-07-12 12:06:07
"news,qa,854547963.html",601666平煤股份从中线来看有反弹，可以持股，000035和,109,0,2019-07-12 11:50:18
"news,600596,854543074.html",按照这种大量卖低吸我选择满仓干,798,0,2019-07-12 11:39:48
"news,600596,854533711.html",感觉底部了，庄好像不打压了，慢慢吸,965,1,2019-07-12 11:24:53
"news,600596,854530872.html",涨3个点真不易啊，但愿保持到收盘[看多],662,0,2019-07-12 11:21:03
"news,600596,854500814.html",烂泥扶不上强，老毛病又犯了！,596,0,2019-07-12 10:43:02
"news,600596,854493271.html",10:32 本周有机硅价格继续拉涨，平均涨幅500元/吨目前,1804,2,2019-07-12 10:34:04
"news,600596,854488595.html",没戏了，这垃圾谁买谁套，不服的尽管进来,668,0,2019-07-12 10:28:37
"news,600596,854485866.html",下来吧，差不多了,698,1,2019-07-12 10:25:40
"news,600596,854482094.html",压盘，有人不想让他涨,626,0,2019-07-12 10:21:09
"news,600596,854469643.html",嗯，不错 不错 哈哈哈哈哈,1033,0,2019-07-12 10:07:03
"news,600596,854463001.html",可以逢高止盈出局,826,1,2019-07-12 09:59:57
